,index,Speed,Location,County,State,Lat,Lon,Comments,datetime
3516,78,UNK,1 W Bellefontaine,Webster,MS,33.65,-89.32,Trees downed along Mississippi Highway 404. (JAN),2023-06-19 01:40:00
3517,79,UNK,4 SSE Grand Junction,Hardeman,TN,35.0,-89.16,Corrects previous non-tstm wnd dmg report from 4 SSE Grand Junction. A few trees uprooted and a few large limbs down near the intersection of Indian Creek road and Hold (MEG),2023-06-19 02:35:00
3518,80,UNK,3 NE Farmerville,Union,LA,32.81,-92.38,power lines down on hwy 33. (SHV),2023-06-19 02:45:00
3519,81,UNK,5 N Moores Bridge,Fayette,AL,33.52,-87.8,A large tree was blown down and completely blocking Highway 171 at the Fayette/Tuscaloosa County line. (BMX),2023-06-19 02:57:00
3520,82,UNK,Dubach,Lincoln,LA,32.7,-92.66,Report of downed tree that fell through a home. (SHV),2023-06-19 03:03:00
3521,83,65,2 NE Wheeler Peak Snote,White Pine,NV,39.03,-114.28,Station (MTHN2) Mather Raws... Elevation 9268 feet. (LKN),2023-06-19 04:11:00
3522,84,98,1 W Cushing,Payne,OK,35.98,-96.79,Davis weather station at 31 ft. Time estimated for now. Numerous 24-30 inch trees uprooted. Roof completely removed from brick home. (OUN),2023-06-19 04:22:00
3523,85,UNK,1 SSE Owens Crossroads,Madison,AL,34.57,-86.45,Public reports via social media photos that trees were down and in the road on Brockway Rd and there was minor roof damage to a home. Time estimated by radar. (HUN),2023-06-19 04:56:00
3524,86,UNK,1 E Owens Crossroads,Madison,AL,34.58,-86.45,A large portion of an automotive service business was severely damaged. (HUN),2023-06-19 04:56:00
3525,87,UNK,2 ENE Owens Crossroads,Madison,AL,34.59,-86.43,At least 3 large trees uprooted in social media photo on Piney Woods Road. (HUN),2023-06-19 04:56:00
3526,88,UNK,1 ENE Owens Crossroads,Madison,AL,34.59,-86.45,Corrects previous tstm wnd dmg report from 1 ENE Owens Crossroads. Photo received on social media of a tree down over the road near the 400 block of Wilson Mann Rd. Tim (HUN),2023-06-19 04:56:00
3527,89,UNK,Owens Crossroads,Madison,AL,34.59,-86.46,Construction dumpster blown onto a vehicle and minor house damage from debris in the Richmond neighborhood of Owens Cross Roads. Report and photos from social media. Ti (HUN),2023-06-19 04:56:00
3528,90,UNK,1 SE Owens Crossroads,Madison,AL,34.57,-86.45,Public reports via social media trees down on house and part of the roof of a barn is missing on Guthery Ave off Highway 431. Time estimated by radar. (HUN),2023-06-19 04:57:00
3529,91,UNK,2 E Owens Crossroads,Madison,AL,34.59,-86.43,Public report via social media of several large trees uprooted and a porch column torn off on Piney Woods Road in Owens Cross Roads. Time estimated by radar. (HUN),2023-06-19 04:57:00
3530,92,UNK,2 SW Glade,Jones,MS,31.64,-89.13,Law enforcement report a few trees down towards Luther Hill... Paulding Road... and Palmer Road. (JAN),2023-06-19 05:06:00
3531,93,UNK,1 SSW Gurley,Madison,AL,34.7,-86.38,Damaging winds and large hail. Trees snapped at 351 Old Gurley Pike. (HUN),2023-06-19 05:15:00
3532,94,UNK,3 E Stonewall,Clarke,MS,32.14,-88.75,Local law enforcement reports multiple trees and powerlines down across Clarke County. (JAN),2023-06-19 05:25:00
3533,95,64,2 ENE Wheeler Peak Snot,White Pine,NV,39.02,-114.27,Mesonet station MTHN2 Mather RAWS Station Elevation: 9268 ft. (LKN),2023-06-19 07:11:00
3534,96,UNK,2 WNW Indian Springs,Choctaw,AL,32.26,-88.13,Delayed EMA reports trees down on Hosanna Dr and on Pine Grove Rd. Time using radar. (MOB),2023-06-19 07:38:00
3535,97,58,25 WSW Ismay,Custer,MT,46.29,-105.2,(BYZ),2023-06-19 07:54:00
3536,98,UNK,1 SE Riderwood,Choctaw,AL,32.12,-88.31,Delayed EMA reports trees down on Riderwood Dr. Time using radar. (MOB),2023-06-19 08:06:00
3537,99,UNK,Rock Springs,Choctaw,AL,32.08,-88.37,Delayed EMA reports trees down on Scott Mountain Rd. Time using radar. (MOB),2023-06-19 08:08:00
3538,100,UNK,2 NNE Hodgewood,Choctaw,AL,31.96,-88.29,Delayed EMA reports trees and power line down on Wisdom Rd. Time using radar. (MOB),2023-06-19 08:19:00
3539,101,UNK,2 S Linden,Marengo,AL,32.27,-87.8,Trees were blown down near Highway 43 south of Linden. (BMX),2023-06-19 08:22:00
3540,102,UNK,Putnam,Marengo,AL,32.02,-88.03,Trees were blown down in far southern Marengo County. (BMX),2023-06-19 08:27:00
3541,103,UNK,1 S Thomaston,Marengo,AL,32.26,-87.63,Trees were blown down near Thomaston. (BMX),2023-06-19 08:33:00
3542,104,UNK,1 WSW Sweet Water,Marengo,AL,32.09,-87.88,Corrects previous tstm wnd dmg report from 1 WSW Sweet Water. Trees were blown down near Sweetwater. (BMX),2023-06-19 08:35:00
3543,105,UNK,1 S Dixons Mill,Marengo,AL,32.05,-87.79,Trees were blown down near Dixons Mils. (BMX),2023-06-19 08:36:00
3544,106,UNK,2 ENE Crumptonia,Dallas,AL,32.23,-87.25,Corrects previous tstm wnd dmg report from 2 ENE Crumptonia. Trees were blown down in southern Dallas County. (BMX),2023-06-19 08:58:00
3545,107,UNK,1 SSW I65 And Al 185,Butler,AL,31.84,-86.64,Trees blocking road on Manningham rd near Woodvalley rd. Time using radar. (MOB),2023-06-19 09:40:00
3546,108,UNK,2 SE Wald,Butler,AL,31.75,-86.65,Delayed report: Trees down along US Highway 31 between Greenville and Chapman. (MOB),2023-06-19 09:45:00
3547,109,UNK,6 SE Greenville,Butler,AL,31.77,-86.54,Report of structural damage to house from fallen tree. (MOB),2023-06-19 09:48:00
3548,110,UNK,5 W Highland Home,Crenshaw,AL,31.94,-86.39,Tree fallen on home. (MOB),2023-06-19 09:51:00
3549,111,UNK,4 E Logan,Lowndes,AL,31.98,-86.42,Trees were blown down west of Panola. (BMX),2023-06-19 09:53:00
3550,112,UNK,1 S Highland Home,Crenshaw,AL,31.94,-86.32,Tree fallen on home. (MOB),2023-06-19 10:00:00
3551,113,UNK,2 SSW Petrey,Crenshaw,AL,31.83,-86.21,Reports of numerous trees down. (MOB),2023-06-19 10:04:00
3552,114,UNK,Luverne,Crenshaw,AL,31.72,-86.26,Numerous trees downed in Luverne AL. (MOB),2023-06-19 10:07:00
3553,115,UNK,1 SSE Patsburg,Crenshaw,AL,31.77,-86.22,Structural damage to home from fallen tree. (MOB),2023-06-19 10:07:00
3554,116,UNK,1 ENE Goshen,Pike,AL,31.72,-86.11,Several trees down in Goshen. (BMX),2023-06-19 10:11:00
3555,117,UNK,Brantley,Crenshaw,AL,31.58,-86.25,Trees down in Brantley AL. (MOB),2023-06-19 10:15:00
3556,118,61,Troy Muni Airport,Pike,AL,31.86,-86.01,53 kt (61 mph) gust measured at KTOI ASOS. (BMX),2023-06-19 10:19:00
3557,119,UNK,Springhill,Pike,AL,31.69,-85.96,Trees down in Spring Hill. (BMX),2023-06-19 10:20:00
3558,120,UNK,Troy,Pike,AL,31.81,-85.97,Trees down in Troy. (BMX),2023-06-19 10:20:00
3559,121,UNK,1 NNW Lee,Coffee,AL,31.5,-86.08,Numerous trees down across Coffee County. At least a dozen places. More details coming from the EM this afternoon. (TAE),2023-06-19 10:30:00
3560,122,UNK,Doster,Barbour,AL,31.64,-85.67,Several trees were blown down near Highway 51. This particular property has suffered damage by multiple storms this week. (BMX),2023-06-19 10:38:00
3561,123,UNK,2 ENE Chancellor,Geneva,AL,31.19,-85.85,Trees down at Lake Fox Road and Thomas Road. (TAE),2023-06-19 11:08:00
3562,124,UNK,3 S Level Plains,Dale,AL,31.26,-85.78,A tree was down on CR 1 South. (TAE),2023-06-19 11:15:00
3563,125,UNK,1 SE Gerald,Dale,AL,31.31,-85.74,Numerous trees down around Level Plains and Daleville. (TAE),2023-06-19 11:20:00
3564,126,UNK,Echo,Dale,AL,31.48,-85.47,Trees reported down across the road on N. County Road 67 and Highway 105. (TAE),2023-06-19 11:20:00
3565,127,UNK,2 NW Ardilla,Houston,AL,31.19,-85.38,Downed power line near 3rd Avenue and Ross Clark Circle. (TAE),2023-06-19 11:25:00
3566,128,UNK,1 WSW Vaughanville,Geneva,AL,31.0,-85.93,Trees down on State Highway 27 and Buck Holland Road. (TAE),2023-06-19 11:27:00
3567,129,UNK,1 NNW Ardilla,Houston,AL,31.19,-85.37,Tree snapped or uprooted on Clearmont Drive in SE Dothan. (TAE),2023-06-19 11:28:00
3568,130,UNK,2 NNW Shady Grove,Walton,FL,30.68,-86.01,Trees and two power lines down at County Highway 183 South and George Montgomery Road. (TAE),2023-06-19 11:35:00
3569,131,UNK,3 W Fadette,Geneva,AL,31.04,-85.59,Trees down on Post Oak Road. (TAE),2023-06-19 11:35:00
3570,132,UNK,2 N Red Bay,Walton,FL,30.62,-85.94,Trees down on Highway 81 at Magnolia. (TAE),2023-06-19 11:49:00
3571,133,UNK,2 NE Fort Valley,Peach,GA,32.58,-83.86,Several trees and powerlines down across HWY 540 near Alexander Way. (FFC),2023-06-19 11:53:00
3572,0,UNK,1 W South Albany,Dougherty,GA,31.57,-84.19,Tree down in 1600 block of Jones Avenue. (TAE),2023-06-19 12:30:00
3573,1,UNK,3 SW Palmyra,Dougherty,GA,31.61,-84.22,Tree down in 600 block of N. Westover. (TAE),2023-06-19 12:30:00
3574,2,UNK,2 SW Palmyra,Dougherty,GA,31.62,-84.21,Tree down and traffic light out at on N. Westover Blvd at Archwood in Albany. (TAE),2023-06-19 12:30:00
3575,3,UNK,Bainbridge,Decatur,GA,30.91,-84.58,Reports of many trees down across Decatur county. (TAE),2023-06-19 12:35:00
3576,4,63,Decatur Co a/P,Decatur,GA,30.97,-84.63,(TAE),2023-06-19 12:35:00
3577,5,UNK,2 WSW Crestwood,Dougherty,GA,31.47,-84.0,Tree down in 6000 block of James Drive. (TAE),2023-06-19 12:45:00
3578,6,UNK,4 WNW Cotton,Mitchell,GA,31.17,-84.12,Trees down along Radiator Road. (TAE),2023-06-19 12:58:00
3579,7,UNK,Cairo,Grady,GA,30.88,-84.21,Reports of Many trees down across Grady County. (TAE),2023-06-19 13:00:00
3580,8,UNK,1 ESE Hinsonton,Mitchell,GA,31.18,-84.01,Trees down along Hinsonton Rd. (TAE),2023-06-19 13:02:00
3581,9,UNK,5 N Metcalf,Thomas,GA,30.77,-83.99,Tree down at the intersection of Metcalf road and Magnolia road in Thomas County Georgia. (TAE),2023-06-19 13:15:00
3582,10,UNK,2 WNW Thomasville,Thomas,GA,30.85,-84.01,Tree across roadway at the intersection of Highway 84 and Cairo Rd in Thomas County Georgia. (TAE),2023-06-19 13:15:00
3583,11,UNK,2 WSW Pinola,Simpson,MS,31.86,-89.99,Local law enforcement reports multiple trees down... mainly west of Hwy 28. (JAN),2023-06-19 13:31:00
3584,12,UNK,1 NNW Quitman,Brooks,GA,30.8,-83.57,Tree down at the intersection of Webster Road and Cortland Avenue in Brooks County Georgia. (TAE),2023-06-19 13:47:00
3585,13,UNK,1 E Tallahassee Memoria,Leon,FL,30.46,-84.24,Tree down across Mahan at Phillips. (TAE),2023-06-19 13:50:00
3586,14,UNK,4 NW Empress,Brooks,GA,30.71,-83.61,Tree down at the intersection of Greenville Highway and Hickory Head road in Brooks County Georgia. (TAE),2023-06-19 13:50:00
3587,15,UNK,4 NNW Nankin,Brooks,GA,30.72,-83.48,Tree Down. (TAE),2023-06-19 13:50:00
3588,16,UNK,1 E Tallahassee Memoria,Leon,FL,30.46,-84.24,Tree down with powerlines on roadway at Mahan and James Ct. (TAE),2023-06-19 13:51:00
3589,17,UNK,4 NW Empress,Brooks,GA,30.71,-83.62,Tree limbs on SR 76 at Hickory Head Road. (TAE),2023-06-19 13:51:00
3590,18,UNK,4 SSW I-75 at Exit 29,Lowndes,GA,30.94,-83.41,Corrects previous tstm wnd dmg report from 4 SSW I-75 at Exit 29. Tree down. Time estimated by radar. (TAE),2023-06-19 13:53:00
3591,19,UNK,3 SSE Dills,Jefferson,FL,30.59,-83.76,Tree blocking road on Salt Road near Ashville Hwy and Government Farms Road. (TAE),2023-06-19 13:55:00
3592,20,UNK,Hahira,Lowndes,GA,30.99,-83.37,Tree down. Time estimated by radar. (TAE),2023-06-19 13:55:00
3593,21,UNK,1 NNE Ralford Greenway,Leon,FL,30.46,-84.16,Tree down on powerlines along Buck Lake Road... just east of Walden Road. (TAE),2023-06-19 14:00:00
3594,22,UNK,2 ENE Winthrop Park,Leon,FL,30.48,-84.24,Tree debris in road in 2300 block of Centerville Road. (TAE),2023-06-19 14:00:00
3595,23,UNK,2 N Monticello,Jefferson,FL,30.57,-83.87,Tree go through a modular home north of Monticello... FL. Time estimated by radar. (TAE),2023-06-19 14:00:00
3596,24,UNK,1 NE Nashville,Berrien,GA,31.21,-83.24,Corrects previous tstm wnd dmg report from 1 NE Nashville. Trees over powerlines. Time estimated by radar. (TAE),2023-06-19 14:00:00
3597,25,UNK,3 SE Aucilla,Jefferson,FL,30.45,-83.73,Tree down along I-10 reported on the Florida Highway Patrol website. (TAE),2023-06-19 14:04:00
3598,26,UNK,1 N Remerton,Lowndes,GA,30.86,-83.31,Tree down. Time estimated by radar. (TAE),2023-06-19 14:06:00
3599,27,UNK,1 N Valdosta,Lowndes,GA,30.87,-83.28,Tree down. Time estimated by radar. (TAE),2023-06-19 14:06:00
3600,28,UNK,1 ESE I-75 at Exit 16,Lowndes,GA,30.81,-83.3,Tree down. Time estimated by radar. (TAE),2023-06-19 14:09:00
3601,29,UNK,Waukeenah,Jefferson,FL,30.41,-83.95,Several trees and power lines down across the county. (TAE),2023-06-19 14:20:00
3602,30,UNK,Monticello,Jefferson,FL,30.55,-83.87,Tree down on house on Waukeenah St in Moneticello. Time estimated by radar. (TAE),2023-06-19 14:20:00
3603,31,UNK,3 S Hansell,Lanier,GA,30.98,-83.07,Tree down across road at GA Hwy 135 and Ganas Road. (TAE),2023-06-19 14:23:00
3604,32,UNK,6 NNE Houston,Suwannee,FL,30.33,-82.86,Corrects previous tstm wnd dmg report from 6 NNE Houston. Report of powerlines and trees down along CR 136A and 53rd road from thunderstorm wind gust. (JAX),2023-06-19 14:59:00
3605,33,UNK,5 NW Canadys,Colleton,SC,33.1,-80.68,Colleton County dispatch reported a tree down in the 8900 block of August Highway. (CHS),2023-06-19 15:18:00
3606,34,UNK,2 N Pinnacle,Stokes,NC,36.36,-80.4,Thunderstorm winds blew down one tree along Tillotson Road. (RNK),2023-06-19 15:19:00
3607,35,UNK,1 N Salisbury,Rowan,NC,35.69,-80.48,Several trees and power poles blown down on Old Mocksville Road and other nearby areas on the north side of Salisbury. (GSP),2023-06-19 16:00:00
3608,36,UNK,2 NE Vade Mecum,Stokes,NC,36.43,-80.29,Thunderstorm winds blew down three trees along Dan George Road. (RNK),2023-06-19 16:00:00
3609,37,UNK,7 W Lexington,Davidson,NC,35.81,-80.38,Tree down at Haywood Rd and Giles Rd. (RAH),2023-06-19 16:02:00
3610,38,UNK,3 NE Vade Mecum,Stokes,NC,36.45,-80.28,Thunderstorm winds blew down one tree along the 3400 block of Route 89 in between the intersections of Lynchburg Road and Clyde Amos Road. (RNK),2023-06-19 16:02:00
3611,39,UNK,2 SW Lawsonville,Stokes,NC,36.47,-80.28,Thunderstorm winds blew down one tree onto the road near the intersection of Lawson Farm Road and North Stokes School Road. (RNK),2023-06-19 16:02:00
3612,40,UNK,2 SW Lawsonville,Stokes,NC,36.46,-80.27,Thunderstorm winds blew down one tree near the intersection of Piney Grove Church Road and The Bull Road. (RNK),2023-06-19 16:04:00
3613,41,UNK,1 SE Salisbury,Rowan,NC,35.66,-80.47,A tree was blown down on Martin Luther King Jr Avenue. (GSP),2023-06-19 16:05:00
3614,42,UNK,1 ESE Arran,Wakulla,FL,30.19,-84.41,Power outage caused by fallen tree or limbs. (TAE),2023-06-19 16:09:00
3615,43,UNK,Lawsonville,Stokes,NC,36.49,-80.25,Thunderstorm winds blew down two trees along Hart Road with one near the intersection of Piney Grove Church Road and the other in between John M Lawson Road and Rhodes (RNK),2023-06-19 16:10:00
3616,44,UNK,5 NW Lexington,Davidson,NC,35.86,-80.33,Tree down at Virgil Wyatt Rd. (RAH),2023-06-19 16:14:00
3617,45,UNK,3 S Penns Store,Patrick,VA,36.55,-80.07,Thunderstorm winds blew down one tree along the 4600 block of Virginia North Carolina Road. (RNK),2023-06-19 16:19:00
3618,46,UNK,3 N King,Stokes,NC,36.32,-80.36,Thunderstorm winds blew down one tree along the intersection of Willburn Lane and William Fowler Road. (RNK),2023-06-19 16:20:00
3619,47,UNK,3 WSW Harrietts Bluff,Camden,GA,30.86,-81.64,A tree fell on powerlines along Pine Drive. Time estimated by radar. (JAX),2023-06-19 16:23:00
3620,48,UNK,4 SSW Kingsland,Camden,GA,30.74,-81.69,A tree fell across Hwy 17 near the Blue Bridge on the Camden county side. Time was estimated by radar. (JAX),2023-06-19 16:26:00
3621,49,UNK,4 E Midway,Davidson,NC,35.97,-80.2,Tree down on Norman Shoaf Rd. (RAH),2023-06-19 16:26:00
3622,50,UNK,4 E Midway,Davidson,NC,35.97,-80.2,Tree down at Norman Shoaf Rd and Tom Livengood Rd. (RAH),2023-06-19 16:30:00
3623,51,UNK,3 W Yonges Island,Charleston,SC,32.69,-80.28,Charleston County dispatch reported a tree down on Ethel Post Office Road near the intersection with Mule Barn Road. (CHS),2023-06-19 16:34:00
3624,52,UNK,1 SSE Saint Marys,Camden,GA,30.74,-81.55,A tree was reported down across Bishop Circle. Time estimated by radar. (JAX),2023-06-19 16:37:00
3625,53,UNK,2 ENE Knightsville,Dorchester,SC,33.02,-80.21,Dorchester County dispatch reported a tree down on power lines near the intersection of Droze Road and Alicia Drive. (CHS),2023-06-19 16:46:00
3626,54,UNK,1 E Germanton,Stokes,NC,36.27,-80.21,Thunderstorm winds blew down one tree along the 3000 block of North Carolina Highway 65 West at the Germanton Park. (RNK),2023-06-19 16:53:00
3627,55,UNK,2 N Richfield,Stanly,NC,35.5,-80.26,Tree down blocking roadway at the 48800 block of High Rock Rd in Richfield. (RAH),2023-06-19 16:55:00
3628,56,UNK,4 E Donnaha,Forsyth,NC,36.24,-80.37,One tree down at Tobaccoville Rd and Loretta Ln. (RAH),2023-06-19 16:58:00
3629,57,UNK,2 NNW Callands,Pittsylvania,VA,36.84,-79.59,Tree blown down on Sago Road near the intersection with Callands Road. (RNK),2023-06-19 17:05:00
3630,58,UNK,4 SSW I-75 at Exit 29,Lowndes,GA,30.94,-83.41,Tree down. Time estimated by radar. (TAE),2023-06-19 17:07:00
3631,59,UNK,3 SW Sedge Garden,Forsyth,NC,36.05,-80.18,Power outages reported from trees on power lines. (RAH),2023-06-19 17:10:00
3632,60,UNK,1 SSE Newsom,Davidson,NC,35.51,-80.17,Tree down at NC Highway 49 and Pioneer Trail. (RAH),2023-06-19 17:11:00
3633,61,UNK,2 SSW Sedge Garden,Forsyth,NC,36.06,-80.16,One tree down on 3000 block of Ridgewood Rd. (RAH),2023-06-19 17:13:00
3634,62,UNK,1 WSW Summerfield,Guilford,NC,36.2,-79.9,Treed reported down on Summerfield Road. (RAH),2023-06-19 17:15:00
3635,63,UNK,1 E Greensboro,Guilford,NC,36.08,-79.8,Tree down on Mendenhall Road just north of Greensboro. (RAH),2023-06-19 17:23:00
3636,64,UNK,Madison,Rockingham,NC,36.39,-79.97,Thunderstorm winds blew down one tree along South Wilson Street in Madison. (RNK),2023-06-19 17:23:00
3637,65,UNK,3 E Newsom,Davidson,NC,35.54,-80.12,Corrects previous tstm wnd dmg report from 3 E Newsom. Tree down at NC Highway 49 and West Slate Mine Rd. (RAH),2023-06-19 17:24:00
3638,66,UNK,1 SE Lake Townsend,Guilford,NC,36.16,-79.77,Tree down on Yanceyville Road north of Greensboro. (RAH),2023-06-19 17:25:00
3639,67,UNK,4 WNW New Hope,Davidson,NC,35.58,-80.08,Tree down on Jim Elliott Rd. (RAH),2023-06-19 17:32:00
3640,68,UNK,3 NE Intelligence,Rockingham,NC,36.39,-79.85,Thunderstorm winds blew down one tree along the 200 block of Paisley Road close to the intersection of Smothers Road. (RNK),2023-06-19 17:34:00
3641,69,UNK,Ridgeway,Henry,VA,36.59,-79.86,A tree and a utility pole downed on Greensboro Road south of Ridgeway. This also brought down a nearby power line. Time estimated from radar. (RNK),2023-06-19 17:36:00
3642,70,UNK,2 W Reidsville,Rockingham,NC,36.35,-79.71,Thunderstorm winds blew down one tree along the 3200 block of Vance Street Extension. (RNK),2023-06-19 17:50:00
3643,71,UNK,2 NNW Mcleansville,Guilford,NC,36.12,-79.67,Trees down on power lines resulting in power outages around Huffine Mill Rd and Dicks Mill Rd. (RAH),2023-06-19 18:07:00
3644,72,UNK,9 SSE Trinity,Randolph,NC,35.77,-79.97,Tree down at Covered Bridge Rd and Hoover Hill Rd. (RAH),2023-06-19 18:21:00
3645,73,UNK,2 NNE Hodges,Campbell,VA,37.14,-79.17,Thunderstorm winds blew down two trees along Lambs Church Road not far from the intersection of Marysville Road. (RNK),2023-06-19 18:24:00
3646,74,UNK,3 SSW Westover Hills,Pittsylvania,VA,36.57,-79.47,Several large branches blown down by thunderstorm winds. (RNK),2023-06-19 18:32:00
3647,75,UNK,4 ENE Ladysmith,Caroline,VA,38.04,-77.44,VDOT reports a tree down on Bath Road blocking traffic. (AKQ),2023-06-19 18:57:00
